Date of Review,User,Usefulness Vote,Total Votes,User's Rating out of 10,Review Title,Review
17 September 2008,angelsfang,5,10,"
                            Was this review helpful?  Sign in to vote.
                        ",Breathtaking cinema.,"I am speaking figuratively. You know those moments where you find yourself holding your breath? That's how I felt when viewing Christopher Nolan's The Dark Knight. This movie is epic. I am not a big Batman fan, I don't own any comics, only read a few when I was a kid. And I have not felt this way since Jackson's Lord of the Rings: The Return of the King. But they are two completely different genres, LOTR was a CGI fest in a fantasy world, The Dark Knight is just fantastic direction in a (reasonably) realistic setting, a compelling storyline with many twists, gripping suspense, heart-thumping battles and brilliant music. I noticed that this time, there was more of a suspenseful ambiance type of sound or beat during the action scenes, rather than just the looped music that was present in Batman Begins, which made the scenes look more like music videos. The Dark Knight is true to its name, very dark indeed.This is a movie that you simply cannot see it just once, and I highly recommend multiple theatre viewings before buying the remastered DVD version. It's ranked #3 in the IMDb Top 250 at the time of this review, perhaps a little bit high in my opinion, but definitely top 20 material, maybe even 10. Time will tell if it can stay there.Christian Bale puts in one of hiss usual shifts, and anyone who has seen his movies (The Machinist, American Psycho, Reign of Fire) knows what he can do. Maggie Gyllenhaal delivers, and puts in a very mature and believable performance that surpasses her predecessor. But Heath Ledger is the joker here, pun intended. He really shocked me with what he can do despite all the hype and trailers I had viewed beforehand, and hiding behind his hideous makeup gives him even more freedom and confidence to fully express and release himself. The unique thing about his Joker that makes him so successful is that he is not only intriguing to the audience, he still does a phenomenal job in making you loathe him. Many villains in other movies go over the top these days, which makes the viewer respect them in awe, but in the end fail to achieve their most important objective; the villain needs to be hated! You can't have the audience start feeling sorry for them, unless their character was intended that way. The Joker makes you shake your head in both awe, and disgust. Absolutely brilliant. Just like the 2008 Beijing Olympics, Heath Ledger has raised the bar considerably, and put immense pressure on the next guy to play the villain, not just in Batman films but other superhero flicks as well. Eventually his performance may be surpassed, but it sure won't be easy and won't be too soon either! I daresay The Dark Knight could not only be the movie of the year, but also the movie of the decade. Around halfway into the movie, I was already reeling, I glanced at my watch and was shocked to realized it was only halfway. This is the kind of movie that you never want to end."
25 May 2021,Enterusername2507,2,2,"
                            Was this review helpful?  Sign in to vote.
                        ",One of the best films of all time,"Absolutely fantastic i love this film it's the kind on film where on rewatch you go ""oh i cant wait for this part or this part"" and that part is the whole film. From the pacing to the charters to the tension and stakes as well as fantastic writing this film is great."
10 December 2021,ericlessing,3,3,10,Masterfully crafted to deliver its intended message,"Both the work of the image team and the actors brought this film to life, giving a new definition to ""The Batman."" Cinematography holds up over time, and most actions are believable and on-character."
7 June 2020,dilipbts,1,1,10,The dark knight,"Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created."
27 March 2009,karl_consiglio,4,8,6,"Puts you to sleep, upside down, like a bat.","Not all too sure what the fuss was about. Could not really follow all that was going on. At times the over use of effects were loud enough to cover the conversations between the actors. But I like how Batman is a dark and serious looking figure that however represents order in Gotham, whereas the Joker with his ""smile"" is an agent of chaos, this is well balanced out and the two need each other, its very yin yang. I saw the film unnecessarily long though, and I had to go to sleep towards the very end, something I very rarely do. I think the film was a bit over hyped, maybe due to Ledgers death, he was good, but not all that, certainly not the baddest criminal I seen on screen I think one's death often makes people appreciate their work all the more, as though it starts being seen in a different light. Some nice scenes of Gotham here, The Batman is far too James Bond-like with his toys though."
22 January 2009,kamikaze008,9,15,10,Greatest,Greatest Super Hero movie of all time. One of the Top crime dramas of all time. Greatest Heath Ledger performance. Heath WILL win the Oscar just like the Golden Globe. Nolan has MADE Batman.If you didn't get a chance to see this in Imax when it was out now is the time with the re-release.This movie is amazing in Imax.The opening scene is entirely in Imax and any time you see a city shot as well. Also the great chase scenes are done in the Imax.This must be up there with most reviewed films of all time but Hey..... It's that good.Seriously if you haven't seen this by now SHAME ON YOU!
27 November 2020,Littleman95,1,1,8,Amazing But Limited By The Comic,"Plot: it's a lot. And since the actors are great it gives to the story a very good taste. Anyway there are some things that leaved me with a sens of ""this is too from comic and not so real"" and this ruin a little the movie. But in general is awesome.Actors & Acting: amazing, literally. In particular from Joker, Heath Ledger. He did a stunning work. I keep don't really like Batman, Christian Bale, on the other side. For me this is not his role. He is more... for evil roles, like in The Prestige.Soundtrack: another well done thing of this move!Conclusion: an amazing but limited movie. Nolan did a great work with this. I think that a movie like this is hard to really dislike. You'll like it, more or less but you'll like it."
3 November 2020,nicorip22,1,1,10,Best DC movie,"This is the best movie in the DC universe, and I sincerely believe that no other movie they make is going to beat this one. The best thing about this movie is the joker, but better still was the interpretation of Heath Ledger, magnificent his performance in this movie. All this trilogy of Nolan is very good, but this one stands out as the best, be sure to watch it."
5 August 2008,deadman71,8,16,9,A Dark Masterpiece,"I am in a minority. I didn't like Jack Nicolson's Joker in Tim Burton's version of Batman. This will not make me popular. In fact I have had many arguments about this opinion. After watching Heath Ledger I am of the opinion that He was absolutely spot on with his take on role. It harks back to my favourite Batman stories, there has been talk about an Oscar nomination which to be honest, I think he should get and win. In my eyes there is only one true Joker and that is the one played by Heath. Christian Bale is Fantastic as Bruce Wayne and also pulls off the Batman which is something no other actor has managed. The support cast is phenomenal. There are no weak links in this film. This deserves to be one of the greatest films of our time. Christopher Nolan should be proud to have taken a dead franchise and completely resurrect it with two classic films. Both Batman Begins and The Dark Knight are classics. If he does not make any more then his legacy is secure. The Ultimate Batman against the Ultimate Joker. I was exhilarated upon leaving the cinema, something that I have not experienced in a long time."
21 June 2022,benjaminwest-242,1,1,10,A mesmerizing experience,"The Dark Knight is a truly fantastic picture. Every moment is enthralling as the screenplay ties everything together so meaningfully and the editing ensures all of it is consequential. How the film moves from one scene to the next is expertly precise to delivering the most effective viewing, therefore. Despite the complexity of what happens, the audience can absolutely maintain their focus, which is additionally aided by the entirely captivating performances. Bale and especially Ledger shine in the lead as every support perfectly fits their role. Bale's act makes for a distinct Batman and Bruce Wayne, both feeling wholly genuine. He awesomely pulls off the suave of the latter, while also nailing the unreal intensity of the dark knight. Ledger's Joker is deservedly iconic, from the way he says lines to the expressions of the character. Just his laugh makes the role's sadistic nature transparent. Spread among the entire cast, though, is impactful or otherwise genius dialogue. Not only is the movie highly quotable, but it also finds itself constantly delivering on its thematic undertones through the most simple of lines. The utilization of makeup certainly aids this, too. This film's richness in emotion is presented in such magnificently profound scenes and overall character arcs. Where the resolution leaves so many of the central roles is immensely heartbreaking, yet also undeniably beautiful from a storytelling perspective. The viewer learns to appreciate every character within and is able to realize thereafter just how perfectly they were written. Not to be forgotten, though, is the thrilling action that makes the story as epic as the final product is interpreted to be. Other than some still too-quick cutting, these sequences are thoughtfully built. From the opening, there is a fast pace that never ceases, carrying especially into the set pieces. The visual effects and sound are outstanding, in addition to the cinematography that provides for the gravitas of what occurs. A solid score often runs through these scenes, as well. Altogether, The Dark Knight is a must watch film for everyone, from its great characters and performances to the reliably thrilling action."
7 April 2010,chr_botor,7,12,9,Simplicity is beauty.,"The simpler it was the better it became.The movie just showed me what I need to do in oder to become like him. That's how great the movie was. A real detective story minus the character's cape and horns. The movie's complex plot was a product good understanding of a simple story.I like the way Bruce Wayne was portrayed, a renewed man pretending to be a spoiled brat. This is just a good way to hide his true identity, by being what people expect him to be. Like the Art of War, when you are strong you pretend that you are weak. A true player of the system so he can continue with his work.The Joker in this movie is just great evidence of great acting. When you begin to see the character and not the actor, you begin to understand that Heath did a great job on the Joker. I remember the Joker not Heath.The movie's theme and music became my last-song-syndrome, great score by Hans Zimmer. The theme was really thought off and studied well, understood the need of the story.All I can say is this is what great movies are all about."
25 October 2019,ronbell-23984,1,1,10,I haven't seen a better super hero movie,"Excellent on every level, you can't fault this one. An iconic super hero against and iconic villain both played to perfection although the latter does upstage Batman for sure. Great movie."
14 August 2009,SupaChupacabra,19,41,4,Fight Club for stupid people,"Instead of questioning Capitalism, Communism, Taoism or Existentialism... and challenging the audience... it is about corruption and surrendering to corruption like surrendering to jaded teen boredom. Fueled by the claustrophobic helplessness due to terrorism, and the merciless acceptance of hipster nihilism, TDK is a cold unrealistic mechanical set-up sold over and over again by it's proponents as ""ultra-realistic"". That is the most frightening thing about the obsessive if not immoral blatherings of TDK fans is the Emperor's New Clothes insistence that the film represents ""realism"". From the Joker's precision timing to drive a school bus into a line of school buses, with one space left for him... to Dent's facial damage due to 5 seconds of burning gasoline... the film is rife with movie fakeness sold like Ad (or ADD) pitchmen for ""Nolan's formulaic realism"", which is actually just him stealing from ""The Long Halloween"".A meaningless Rube Goldberg contraption, Nolan takes the audience on an endless set of fake-out twists and turns to deliver very little but loud moments. As calculated and obsessive as The Joker is, and to the degree he plans about 5 separate ""back up plans"" that come to fruition, he enters the level of anal retentive... yet somehow we are to believe he is some ""agent of chaos"". Which, means cool. Chaos = cool, get it? There's nothing cool or chaotic about this drugged out riffing Joker, and as fun as Ledger makes him, he overshadows what should have been the center of the story: Harvey Dent. But it's Batman so, business as usual... problem child villain acts up, makes a mess, BatDad shows up to clean up the mess. Crowd applauds. Unfortunately what the film creates is a subtext of a NeoCon wetdream with ""by any means necessary"" militarism, where the Batman uses unethical means to ""detect"" the Joker, and we are to assume this fall from grace makes him heroic because he is banished and falsely accused (for 1 minute of nagging by the Joker, turning Dent evil for yet another film coincidence) of driving Dent from white to dark knight... so Batman takes the blame and is the dark knight cuz he's just a Christ figure. So our sacrificial Justice League hero is supposed to be a sympathetic figure of crossing moral boundaries to save society... George Bush must have loved this puppy. Not sure half the tween tards watching this caught that bit of hooey, but as much as the poster art evokes Fight Club, this film is about as far from punk anarchy as you can get. Maybe they should all be sent to military school if this is their idea of rebellion."
15 June 2014,pj-bus,10,22,1,Silly and Boring,"I have never watched a Batman film before, in fact I have never watched a super hero film before. I'd picked up that this was the best of them, so when I saw that it is available on Amazon Prime Instant Video I thought I'd have a look. Well I have discovered that super hero films are certainly not for me.As a child I really loved the Batman DC comics and in that animated world for children it works very well. However the realisation of the comic character in a more adult context is just totally silly. That voice he has sounds like Dirty Harry only more so and it is just funny.The Joker seems to be able to construct remarkable situations at a moment's notice. It is not credible. At every turn there seems to be something that has no credibility with the viewer and so you just don't care about what is happening.There is no adventure in this film nor are there any particularly clever twists or turns in the plot, primarily there seem to be some situations that the Joker sets up. Batman's solutions seem to be boring brute force either with fists or technology. In fact I think the DC comic Batman was a cleverer and more interesting guy.It was quite nice seeing Michael Caine but I don't think his, or anyone else's script was very imaginative.Boring and silly throughout."
5 October 2021,nitilaanderson,3,4,8,Christain Bale,Will be the best ever batman.I have been gripped by how he plays the character Bruce Wayne.
28 August 2008,victuki,7,15,10,"awesome film, pure modern cinema","The Dark Knight is the best film of this year, that is for sure. It is hard just to highlight one of the many good things of it. The cast is fully committed to their roles, specially Bale, as a more mature Batman/Wayne. Freeman, Caine and Oldman, as expected, are not just supporting roles, but they have their own history within the whole picture. Regarding Heath Ledger, his performance is overwhelming. It is quite a pity he passed away, because his talent in this film could have increased so much; not only in a possible sequel, but in future projects. His joker, in the half part of the film, is pure and charismatic chaos, and his line about an unstoppable force of nature is superb.finally, the technical aspect of the movie is simply spectacular: the score is worth watching the movie, and the use of IMAX cameras in certain scenes result in a highly crafted film-making. I can only say that Th Dark Knight is pure cinema, and from this moment on I shall refer to Cristopher Nolan as Sir Cristopher. Thank you for teaching us the magic and pleasure of real film-making."
5 October 2008,ad_upclose,6,13,10,Brilliant Film-making!,"There comes a movie once in many years that shakes up a genre with such intensity that it ends up becoming an icon. The Lord of the Rings trilogy did it for Fantasy/epics, and now The Dark Knight has done it for superhero movies. Yes its the best one ever! C. Nolan is one of my favorite directors, and he truly comes of age with this effort. Forget the fact that its a great superhero movie, its a fantastic crime drama. The direction is superb, and Nolan has churned out a fantastic screenplay along with his brother. I am glad he also pulled up his socks on the action department (which was lacking in Batman Begins). The chase sequences and the Hong Kong venture were terrific. Nolan remains true to the dark nature of Batmans character & surroundings (aided perfectly by the fantastic score). However his two Batman films have reached such a level of excellence that I would never want to re-visit any old Batman film. I cant imagine any cast replacing Nolans. One person that certainly deserves mention is the cinematographer. Considering how dark the film is (literally) its remarkably vivid (reminiscent of the under-rated Collateral).Christian Bale is the ultimate Batman. He once again smoothly plays his tormented character & his Interrogation scene with Ledger will go down as a classic. Speaking of Ledger, he truly overshadows everyone in this film, and his screen time is satisfying. The Joker commands attention in every scene he is in, and delivers lines that will go down in cinema folklore. Heath has made joker my favorite villain along with Hopkins Hannibal. Ledger literally made Jack Nicholsons version look like a joke (that is no small feat). His voice, walk, & expressions are just perfect. The most interesting & crazy thing about him was that he had no real agenda. He wanted nothing other than chaos. Hollywood truly lost a star in the making (and is a serious blow to the potential third installment); this was going to be his launching pad to greater things. His loss will hurt the Batman franchise since the jokers story is never concluded. I will not get carried away & say that they should hand the supporting Oscar to Ledger (we have not seen the contenders). However Heath certainly deserves a nomination.Despite the dominance of the Joker, the Dark Knight is really about a white knight, Harvey Dent, played smoothly by Eckhart; could be a career-changer. His is a sad story, going from a man who prefers conventional ways to deal with crime, to becoming the maniacal Two-Face. Though his evil side gets little screen-time his character got enough time for me to empathize with his transformation (it was not as bad as how Venom was handled in Spiderman 3). Moreover, I thought the look of Two-Face was a realistic departure from the comic realm (and also nothing like Tommy Lee Jones silly version).Overall, this is a masterpiece of a movie (the best of 2008 thus far). I do not see how even Batman 3 can improve on it. I hope TDK gets some healthy Oscar nominations (at least); Ledger for best supporting actor, best director, best screenplay, best score, and best cinematography. A must-watch & must buy for all movie fans!"
26 August 2008,tombelushi,43,94,7,Hype,"A good film but not the master piece every one is making it out to be. One word. Hype. Two face is wasted and his existence is only known by Gordon and batman in the end so why bother using (and wasting)his character?, was there any real point in Maggie Gylenhall? The ferry bit went on far too long (probably so they could give ledger more screen time), The batbike/pod thing looked really slow and spent most of its time spinning its wheels and looked like more of an excuse to release a cool toy tie in! and i could go on but you probably all agree but are too blinded by hype and the fact that ledgers dead to see that this is a pretty average film. Why was the scarecrow not arrested at the start of the film? How come the clear reference at the end of batman begins regarding the jokers existence is completely forgotten about in the next movie. I could go on but i'm sure you'll all realise when the hypes died down. In summery, too long, wasted characters, a bit of mis casting and what the f**k was with batmans ultra gruff voice! i nearly choked on my popcorn first time i heard him! Heath ledger is a sad loss however."
12 March 2009,Travixius,14,34,1,"Soulless, anticlimactic, over-hyped and finally..not Batman!","The Dark Knight is the worst sequel since ""Highlander 2: The Quickening"". I am dumbfounded at this entry into the franchise that was re-invigorated so wonderfully with Batman Begins. I speak to people frequently about this film and have had little opposition to my views on it, ergo people don't like it. I really think this film is the biggest dupe since The Blair Witch Project. I want to make it clear that I love Batman, Bob Kane's Batman, Frank Miller's Batman, Jeph Loeb's Batman and the DC Animated Universe's Batman. Like many, I found the Tim Burton and Joel Schumacher films excruciating to watch. Batman Begins came along and Christopher Nolan gave us a Batman we could respect and understand as well as believe. We were then teased with The Joker's calling card and ready for what was going to be the meeting of the the most famous adversaries in comic and screen history....and we got....a joker with self applied makeup and no gadgets who is essentially a terrorist, no batcave, a batsuit that looked like a riot cop, a convoluted Scorsese like story about laundered money and a massive emphasis on factionalised and organised crime, a Two-Face who's only motive is a dead girlfriend, a Batman we hardly see, and a Gotham City that now looks like Chicago. But the enigma I can't stomach is that the film HAD NO CLIMAX!!! I asked many viewers what they thought the climax was and there is a different answer each time...oh it was Batman confronting Dent...no it was the Joker hanging upside down, no it was Rachel Dawes being killed.....NO there was no climax! This film's success lies only in the sad fact that it's main antagonist was played by an actor who died during the promotional phase of the film. In Nolan's attempt to legitimise the Batman mythos he has made it sterile and boring."
23 March 2020,saloumy,3,4,5,Overhyped & overlong !!!,"One of the overhyped movies for me. It was slow boring annoying at some scenes, and unnecessarily overlong, I felt like they wanted to stuff it with stories & elements more than it should !!!It was hard for me to follow & to stay focused all along with the plot, I had to stop the movie several times to play with my phone, & check when will it be finished.I gave this movie 5 for its visuals and for heath ledger's good performance of joker."
21 July 2008,MovieAddict2016,7,19,10,"Hyperbole aside, this is still a brilliant crime thriller and the best ""comic book movie"" I've ever seen. The entire cast is phenomenal and Heath Ledger is a revelation.","""Batman Begins"" was a critical success and audiences loved it, but -- probably due to the declining quality of the films before it -- not many people turned out to see it during its theatrical run. It was also one of the first of many ""franchise reboots"" -- yet wasn't clearly advertised as such, and it took time for people to realize that, as a film, it stood on its own from the Burton/Schumacher pictures. It was a modest success (with less than $400 million worldwide) but its real legacy was solidified on DVD, where it became a best-seller and one of the defining titles of the Hi-Definition DVD war. Positive word of mouth slowly but surely turned it into a blockbuster -- the exact opposite of, say, ""Spider-Man 3,"" which opened huge but performed poorly on home video.Warner Bros. had a keen eye on the progress of the film, and obviously they had a lot of faith in director Christopher Nolan and the areas he could take the sequel. Whereas ""Batman Begins"" was a so-called ""origins story"" and therefore had to sacrifice a few action sequences in favor of character progression, ""The Dark Knight"" showcases a more organic blend -- there's plenty of action here but there's also just as much character development, which -- at least for me -- made it somewhat more satisfying. I really liked ""Batman Begins,"" but ""The Dark Knight"" makes it look like child's play.Everybody was excited about The Joker, of course. And Heath Ledger is phenomenal. I remember when he was first announced for the role in 2007 and the Internet community was, to say the least, quite baffled. I was one of the few who seemed to have an understanding of what Nolan was aiming for, but some fans despised the casting decision. It wasn't until the first theatrical trailer that a palpable shift in mood could be detected -- suddenly all the doubters realized just how dark Ledger was taking it. And shortly thereafter, of course, Ledger died tragically of an accidental prescription drug overdose -- I still remember reading the news that day in January and thinking, ""What?!"" I don't think anyone ever expected it. And although in retrospect it was a rather selfish thought, one of my first questions was: ""How will this affect 'The Dark Knight'?"" Thankfully, Ledger had completed filming on the movie and his last performance is a real tour-de-force. Many people have a nostalgic affinity for Jack Nicholson's Joker, but honestly, I've always found it to be Jack playing Jack more than anything. Yes, it's a fun performance, but not nearly as terrifying or convincing as Ledger's, whose Joker isn't just funny or just dark - he's a twisted psychopath. You find yourself laughing at the most horrific aspects of his behavior, but often times -- such as after the brilliant hospital scene -- you can hear people's laughter in the theater gradually fade as they realize *what* they're laughing at, and how disturbing it is. And that's really the key to the character, and something even Nicholson didn't land on: the horror behind the laughter. Everything about his performance - the verbal and facial tics, the little details - causes you to believe this psychopath is real. Nolan's remark about Ledger being ""like the shark in JAWS"" is dead-on -- he isn't a consistent character in this film, but he'll suddenly appear out of nowhere (in sync with James Newton Howard's and Hans Zimmer's schizoid ""Why So Serious?"" theme) and tear through the movie's core. This is one of *the* performances of the decade, and the only bad thing about Ledger's role in the film is that it's so good it almost causes you to overlook how good everyone else is.Aaron Eckhart is wonderful as Harvey Dent, and is arguably the most ""human"" of all the characters in the movie. I found Christian Bale's Bruce Wayne to be surprisingly downplayed in this film, but Eckhart is the one whose character has the most dramatic arc in this movie. It's a testament to Eckhart's skills that he makes Harvey both realistic and tragic -- you believe this guy is real, even though his emotional and physical transformation takes place over the course of less than an hour.Another aspect I loved is Nolan's direction -- he has found his footing here. I thought his style in Batman Begins was a bit cautious at times, like he was trying to find his comfort zone for a big franchise film, but he's far more self-assured here -- the back-and-forth editing between scenes really heightens the tension. It makes ""The Dark Knight"" less of an action film and more of a crime/mystery thriller -- there are some remarkable twists in this picture and the build-up is, at times, unbearable.I could go on about this film for ages, but I've already run out of room. Suffice to say, it's every bit as good as I had hoped. Is it the ""best film of all-time"" (as its current ranking on IMDb would imply)? No, of course not. But in all honesty, and hyperbole aside, it *is* one of the best films I've seen this entire decade and certainly one of the most remarkable -- especially for its genre. Nolan has taken ""light entertainment"" and given it brains, heart, and depth -- even more so than the first time around. On top of that, he's given us villains and anti-heroes we care about -- backed by superb performances by all involved. It's a wonderful motion picture experience, and the feeling it gave me after it had all ended can only be described as ""emotionally draining."" Like the best works of Scorsese or Fincher or other gritty/visceral directors, this movie left me feeling overwhelmed when it had ended -- but in a good way. If you see one movie this summer, make sure it's ""The Dark Knight."""
15 January 2021,sdmarshall-57879,3,3,9,OMG MASTERPIECE,"It is like well good like. Apparently my review is too short, so I will talk more about how amazing the film is. It's proper good like, i was really blown away by how good it was but it's not perfect so it only gets a 9 not a 10."
18 August 2008,jmarinko-1,8,16,10,This Black Knight Is Indubitably A Great Film ...,"Dark as night and nearly as long, Christopher Nolan's new Batman movie feels like a beginning and something of an end. Pitched at the divide between art and industry, poetry and entertainment, it goes darker and deeper than any Hollywood movie of its comic-book kind  including ""Batman Begins,"" Mr. Nolan's 2005 pleasurably moody resurrection of the series  largely by embracing an ambivalence that at first glance might be mistaken for pessimism. But no work filled with such thrilling moments of pure cinema can be rightly branded pessimistic, even a post-heroic superhero movie like ""The Dark Knight."" So conclusion: It is a film of a crazy ambition because behind the myth of Batman and the power of a scenario of action movie hides a moral message rarely reached in cinema, a message of philosophic sublimation which sends back almost to the superman..."
14 September 2008,darrjo23,8,16,5,Nowhere near as good as the hype,"Overall disappointed probably due to all the over-hype surrounding it. I had heard statements like best 'Superhero movie ever' which is way off the mark, its not even the best this year (See Hellboy 2 much better). I'm probably making it sound bad which it is not, its a good film but I thought 'Batman Begins' was much more original and interesting, this is much more like all the other movies in the genre with nothing particularly unique going on.As to Heath Ledger's performance as 'the Joker' again well over rated, Its certainly a good solid and convincing performance but its not an Oscar winning performance. That said its the highlight of the film and much better than Bale's Batman who sounds like a telephone Pervert."
21 February 2016,tankace,1,1,10,It is a excellent film.,"The Dark Knight is in, my opinion ,the greatest superhero film ever made and one of the best movies in film history.This film has more than the fan boys and fan girls asked for,it also has the makings of an excellent movie from an action point of view ,a critic view and of course a blockbuster view. It is the movie that solidified the superheroes period of cinema ,in which we live. I believe that it will became one of these movies that you have to see before you die, like the Godfather ,Lorens of Arabia ,Ben Hur, Saving Prinate Ryan,Schinder's list and so on, if it is not already. To conclude, if you are alive and you love films and superheroes ,like myself, then go see it ,right now"
9 November 2010,gustafsoncarl,6,11,7,Carl the Critic: The Dark Knight,"Every where I go people always say how great the Dark Knight was, how its was such a great movie, how the film should deserve an Oscar for Best Picture! I say NO IT DOES NOT! gasp ""What!? you don't like the dark knight?"" you may be asking me.""No,"" I would reply, ""as a movie I did not think that it was a good movie at all, and I know no one will say this but I feel that this film was a horrible story, and the photography of the film was not that impressive.""""But,"" you may reply ""Heath Ledger was the best Joker ever!""""True,"" I would reply, ""Heath Ledger was indeed the best Joker ever, and he did deserve that Oscar for Best Actor, but he was one actor that made the movie enjoyable for me, the rest of the film was not all that impressive. Two Face should have been saved for the sequel instead of this film because it just made the film longer instead of dragging on for ever making my butt hurt in the theater.""However I must confess that the score for the film was still good, even though it was the same thing as the FIRST film, and that it is not really the worse Batman ever made. That title was given to ""Batman and Robin,"" but what I'm saying is that people should not be so conformist when it comes to films such as this, people need to watch the film for more than Heath Ledger, because every time I ask people what made it good 100% of the people say Heath Ledger. He was the best Joker, but this was not the best Batman, in fact I'm thinking the film should be retitled ""The Joker,"" because his role was much more significant than Batman (who still talked as if he had been smoking tobacco out of a bazooka for the past 10 years.)"
1 May 2021,flicklover,1,1,10,An absolute masterpiece. Period.,"In 2008 when this movie came out there was alot of hype not only because it is the sequel to the very good Batman Begins but for being the last performance of the late Heath Ledger. He died after completing this film. He plays the most famous comic book villain ever. The Joker. To get the obvious out of the way thus performance by Ledger is the best Joker ever up until that point. He created a truly chaotic character. Evil, cunning, cruel, brilliant. Up until thus film Jack Nicholson's Joker was considered the gold standard. No more. Nicholson's Joker was a broad over the top performance was fun but never feels real. Jack is just hamming it up. It fit perfectly with Tim Burton's Batman. But he was never truly disturbing as the character. Ledger is the star of this film period. That is not to say that the rest of the film lags behind. This film is a masterpiece. Everything came together perfectly. Every performance is strong but Ledger dominates the film.Batman Begins was a great start. It was the backstory for introducing Christian Bale as Bruce Wayne/Batman so even though it was really good it was a setup film. Christopher Nolan directed that film well but here he is in complete confident control. From the very start the film grabs you with a great opening scene of a bank heist. In most films thus would be the final scene. In this one it's a spectacular beginning."
16 September 2020,ess-96679,3,4,9,What a movie 😍😍,"Excellent cast, excellent storywriting, excellent background score, excellent direction (can't really miss out on that).
This movie is fantastic and so much more. Bruce Wayne will inspire you at every turn. And the perfect music synchronization will give you goosebumps.
A 10/10 thing. A must watch for everyone."
16 September 2020,sahurathod-93396,3,4,10,Amazing,"Just a amazing heath you are so great of joker
And bale you are born for Bruce"
27 December 2019,TheHoodOfSwords,1,1,9,Amazing and Compelling,"Theatres are finally back open again! To celebrate I had a lot of choices. But I decided I should go back to a film I hadn't liked as much as the general public the first time I saw it. I had seen the opening scene on YouTube a few weeks ago and I wanted to see it on the big screen and well... yeah it didn't disappoint. A lot of the times for me a movie either has enough action for me to forget about the characters or enough character depth for me to care about everyone. This is one of the rare and I truly do mean rare occasions where neither of those things happens because they both blend together so well. The depth behind Bruce Wayne in this film is amazing. Because while in Batman Begins he has to fight against his own morals and such in this movie he has a lot more resting on his shoulders. He has the entire city of Gotham looking up to him as Batman and he still has his own feelings about Rachel that he is fighting against.The score and camera work in this movie are both done well. Knowing the outcome of certain characters and watching it again really helps you to appreciate it more, pay attention to what the film shows you and you will appreciate it. It all does pay off. The score of the film really surprised me. While on the first watch I was focussing on the action on this watch I was focused on character interactions. The chemistry between Christian Bale and Michael Caine is phenomenal. I also like how in this movie they show off parts of Bruce Waynes intelligence and his problem-solving.My problems with this movie are few but sadly they are enough to keep it from that 10/10 rating I was hoping to give it. There are a few spots where the CGI and sound design are off. It's not consistently enough to ruin the movie or anything like that but I did personally notice it. I also feel like the rising action in the middle of the film was better than the ending. While the ending does leave you with more of a philosophical thing I did think that the action in the middle wasn't topped by anything else in the film. There are also a few tiny plausibility errors here and there but it is after all still a superhero movie so it's not like I'm going to be screaming my head off about it. Overall I liked it a slight bit more on a secondary watch, happy that theatres are open again"
